STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
744860,94789, 20130401,   49.1,24,   41.5,24, 1005.9,22, 1005.1,24,   7.0,24,  11.4,24,  22.9,  35.0,   63.0 ,  41.0 , 0.12G,999.9, 010000,
744860,94789, 20130402,   39.6,24,   11.1,24, 1014.4,24, 1013.7,24,  10.0,24,  15.3,24,  22.0,  31.1,   46.9*,  34.0*, 0.00G,999.9, 000000,
744860,94789, 20130403,   39.9,24,    7.9,24, 1020.1,23, 1019.2,24,  10.0,24,  15.2,24,  22.0,  28.9,   48.0 ,  33.1 , 0.00G,999.9, 000000,
744860,94789, 20130404,   38.9,24,   15.3,24, 1026.0,24, 1025.3,24,  10.0,24,  11.2,24,  21.0,  31.1,   48.0 ,  32.0 , 0.00G,999.9, 000000,
744860,94789, 20130405,   47.3,24,   27.5,24, 1014.0,24, 1013.2,24,  10.0,24,  10.0,24,  18.1,  26.0,   64.0 ,  32.0 , 0.00G,999.9, 010000,
744860,94789, 20130406,   43.2,24,   13.9,24, 1021.1,24, 1020.3,24,  10.0,24,  13.6,24,  25.1,  32.1,   64.0 ,  36.0 , 0.00G,999.9, 000000,
744860,94789, 20130407,   43.6,24,   33.0,24, 1024.3,24, 1023.6,24,  10.0,24,  12.8,24,  25.1,  32.1,   52.0 ,  36.0 , 0.00G,999.9, 000000,
744860,94789, 20130408,   52.7,24,   42.1,24, 1017.3,24, 1016.5,24,  10.0,24,   7.6,24,  18.1, 999.9,   68.0 ,  37.0 , 0.00G,999.9, 000000,
744860,94789, 20130409,   62.0,24,   42.9,24, 1014.9,24, 1014.1,24,   9.8,24,   6.8,24,  19.0,  29.9,   82.9 ,  42.1 , 0.00G,999.9, 000000,
744860,94789, 20130410,   59.4,24,   44.9,24, 1013.0,24, 1012.2,24,  10.0,24,   6.3,24,  27.0,  33.0,   82.9 ,  46.9 , 0.00G,999.9, 010010,
744860,94789, 20130411,   54.3,24,   49.9,24, 1013.7,14, 1012.2,24,   7.3,24,   9.1,24,  18.1,  29.9,   71.1 ,  46.9 , 0.59G,999.9, 010010,
744860,94789, 20130412,   44.8,24,   39.4,24, 1012.8,16, 1012.3,24,   7.7,24,  16.2,24,  25.1,  39.0,   60.1 ,  41.0 , 0.01G,999.9, 010000,
744860,94789, 20130413,   45.4,24,   37.3,24, 1010.6,23, 1009.7,24,   9.0,24,   9.4,24,  16.9, 999.9,   57.9 ,  39.0 , 0.87G,999.9, 010000,
744860,94789, 20130414,   50.9,24,   35.5,24, 1016.8,24, 1016.1,24,  10.0,24,   9.8,24,  20.0,  28.9,   59.0 ,  39.0 , 0.01G,999.9, 000000,
744860,94789, 20130415,   48.4,24,   27.2,24, 1026.0,24, 1025.3,24,  10.0,24,   7.5,24,  14.0, 999.9,   59.0 ,  43.0 , 0.00G,999.9, 000000,
744860,94789, 20130416,   50.5,24,   43.6,24, 1027.1,23, 1026.5,24,  10.0,24,  11.1,24,  22.9,  31.1,   57.9 ,  43.0 , 0.00G,999.9, 000000,
744860,94789, 20130417,   58.2,24,   45.1,24, 1022.2,23, 1021.3,24,  10.0,24,   9.5,24,  20.0,  22.9,   70.0 ,  45.0 , 0.01G,999.9, 010000,
744860,94789, 20130418,   51.3,24,   42.3,24, 1026.4,24, 1025.6,24,  10.0,24,   8.2,24,  15.9,  21.0,   70.0 ,  45.0 , 0.00H,999.9, 010000,
744860,94789, 20130419,   55.5,24,   52.8,24, 1012.5, 9, 1014.3,24,   2.2,24,  15.3,24,  28.9,  36.9,   64.9 ,  45.0 , 0.00G,999.9, 110000,
744860,94789, 20130420,   54.8,24,   39.7,24, 1011.9,23, 1010.3,24,   7.7,24,  16.5,24,  28.9,  36.9,   64.9 ,  50.0 , 0.25G,999.9, 010000,
744860,94789, 20130421,   46.2,24,   20.4,24, 1031.0,24, 1030.2,24,  10.0,24,  12.0,24,  18.1,  27.0,   59.0 ,  37.0 , 0.18G,999.9, 000000,
744860,94789, 20130422,   45.4,24,   29.4,24, 1036.8,24, 1036.0,24,  10.0,24,  10.9,24,  22.0,  29.9,   54.0 ,  37.0 , 0.00G,999.9, 000000,
744860,94789, 20130423,   45.4,24,   34.3,24, 1028.4,23, 1027.8,24,   9.9,24,  13.6,24,  17.1,  22.0,   53.1 ,  37.0 , 0.00G,999.9, 010000,
744860,94789, 20130424,   49.6,24,   40.8,24, 1017.0,23, 1016.4,24,   8.8,24,  11.5,24,  25.1,  32.1,   57.9 ,  42.1 , 0.00G,999.9, 000000,
744860,94789, 20130425,   53.8,24,   34.9,24, 1018.5,24, 1017.3,24,   8.5,24,  14.4,24,  22.0,  28.9,   64.0 ,  42.1 , 0.00G,999.9, 010000,
744860,94789, 20130426,   54.0,24,   34.7,24, 1026.9,24, 1026.1,24,  10.0,24,   8.6,24,  14.0,  19.0,   64.9 ,  43.0 , 0.00G,999.9, 000000,
