STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
744860,94789, 20130919,   63.8,24,   50.6,24, 1021.8,24, 1021.0,24,  10.0,24,   9.4,24,  14.0, 999.9,   75.0 ,  50.0 , 0.00G,999.9, 000000,
744860,94789, 20130920,   65.8,24,   56.0,24, 1018.7,24, 1017.9,24,  10.0,24,   7.3,24,  13.0, 999.9,   75.9 ,  54.0 , 0.00G,999.9, 000000,
744860,94789, 20130921,   66.5,24,   61.8,24, 1013.9,21, 1013.0,24,   9.7,24,   8.3,24,  18.1,  25.1,   75.9 ,  55.9 , 0.00G,999.9, 010000,
744860,94789, 20130922,   67.5,24,   55.0,24, 1007.2,24, 1006.2,24,   8.9,24,  13.1,24,  22.0,  25.1,   75.0 ,  57.0 , 1.49G,999.9, 010000,
744860,94789, 20130923,   58.9,24,   39.8,24, 1014.5,24, 1013.7,24,  10.0,24,  11.1,24,  19.0,  22.9,   72.0 ,  50.0 , 1.16G,999.9, 000000,
744860,94789, 20130924,   59.3,24,   40.9,24, 1015.9,24, 1015.2,24,  10.0,24,   8.0,24,  15.0, 999.9,   75.0 ,  48.0 , 0.00G,999.9, 000000,
744860,94789, 20130925,   63.3,24,   43.7,24, 1013.6,24, 1012.8,24,  10.0,24,   7.0,24,  11.1, 999.9,   75.0 ,  48.0 , 0.00G,999.9, 000000,
744860,94789, 20130926,   62.3,24,   54.8,24, 1015.6,24, 1014.8,24,  10.0,24,   6.2,24,  11.1, 999.9,   72.0 ,  51.1 , 0.00G,999.9, 000000,
744860,94789, 20130927,   60.7,24,   51.2,24, 1021.7,24, 1020.9,24,  10.0,24,   5.5,24,   9.9, 999.9,   70.0 ,  52.0 , 0.00G,999.9, 000000,
744860,94789, 20130928,   64.3,24,   51.1,24, 1025.4,24, 1024.6,24,  10.0,24,   6.5,24,   9.9, 999.9,   73.9 ,  52.0 , 0.00G,999.9, 000000,
744860,94789, 20130929,   62.2,24,   53.0,24, 1022.6,24, 1021.8,24,  10.0,24,   5.4,24,   8.9, 999.9,   73.9 ,  54.0 , 0.00G,999.9, 000000,
744860,94789, 20130930,   61.1,24,   52.1,24, 1018.1,24, 1017.4,24,  10.0,24,   4.5,24,   9.9, 999.9,   72.0 ,  52.0 , 0.00G,999.9, 000000,
