STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
744860,94789, 20130618,   70.4,24,   64.6,24, 1011.9,24, 1011.1,24,   8.7,24,   5.0,24,  11.1, 999.9,   82.0 ,  64.9 , 0.13G,999.9, 010000,
744860,94789, 20130619,   68.1,24,   54.4,24, 1015.3,22, 1014.0,24,  10.0,24,   8.6,24,  14.0,  21.0,   78.1 ,  60.1 , 0.20G,999.9, 010000,
744860,94789, 20130620,   66.8,24,   55.1,24, 1023.6,24, 1022.8,24,  10.0,24,   9.0,24,  17.1,  20.0,   77.0 ,  59.0 , 0.00G,999.9, 000000,
744860,94789, 20130621,   68.2,24,   54.9,24, 1025.8,24, 1025.0,24,  10.0,24,  10.1,24,  17.1,  22.0,   75.9 ,  59.0 , 0.00G,999.9, 000000,
744860,94789, 20130622,   68.2,24,   58.5,24, 1024.5,24, 1023.7,24,  10.0,24,   8.7,24,  15.0, 999.9,   77.0 ,  59.0 , 0.00G,999.9, 000000,
744860,94789, 20130623,   71.5,24,   63.3,24, 1021.7,24, 1020.9,24,  10.0,24,   9.7,24,  19.0,  26.0,   80.1 ,  61.0 , 0.00G,999.9, 000000,
744860,94789, 20130624,   76.4,24,   69.7,24, 1017.4,20, 1016.8,24,   7.7,24,   9.4,24,  15.9, 999.9,   90.0 ,  64.9 , 0.03G,999.9, 010010,
744860,94789, 20130625,   79.7,24,   65.8,24, 1014.1,24, 1013.3,24,  10.0,24,   8.8,24,  15.9,  22.9,   91.0 ,  70.0 , 0.00G,999.9, 000000,
744860,94789, 20130626,   79.9,24,   66.5,24, 1010.1,24, 1009.3,24,  10.0,24,  10.8,24,  15.0,  22.0,   91.0 ,  70.0 , 0.00G,999.9, 010010,
744860,94789, 20130627,   76.2,24,   70.2,24, 1008.4,23, 1007.7,24,   8.5,24,   5.8,24,  15.0, 999.9,   84.9 ,  71.1 , 0.10G,999.9, 010000,
744860,94789, 20130628,   75.5,24,   69.6,24, 1000.7,22, 1000.2,24,   9.4,24,  12.6,24,  19.0,  27.0,   84.0 ,  71.1 , 0.13G,999.9, 010010,
744860,94789, 20130629,   74.3,24,   67.8,24, 1001.6,24, 1000.8,24,   9.7,24,  10.2,24,  22.0,  27.0,   82.0 ,  69.1 , 0.00G,999.9, 010000,
744860,94789, 20130630,   73.3,24,   69.7,24, 1007.6,15, 1007.8,24,   7.0,24,   8.2,24,  15.0, 999.9,   81.0 ,  69.1 , 0.00G,999.9, 010000,
