STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
744860,94789, 20131213,   28.3,24,    9.7,24, 1022.6,24, 1021.9,24,  10.0,24,  15.7,24,  19.0,  26.0,   36.0 ,  23.0 , 0.00G,999.9, 000000,
744860,94789, 20131214,   28.8,24,   19.1,24, 1027.9,19, 1028.0,24,   6.7,24,  11.1,24,  20.0,  25.1,   36.0 ,  24.1 , 0.00G,  2.0, 001000,
744860,94789, 20131215,   37.7,24,   32.2,24, 1005.9,19, 1005.4,24,   6.6,24,  13.4,24,  21.0,  28.0,   46.9 ,  25.0 , 1.39G,999.9, 011000,
744860,94789, 20131216,   31.8,24,   13.5,24, 1015.3,24, 1014.6,24,  10.0,24,  14.0,24,  19.0,  27.0,   46.9 ,  27.0 , 0.82G,999.9, 000000,
744860,94789, 20131217,   28.4,24,   16.5,24, 1021.4,19, 1019.8,24,   7.4,24,   7.9,24,  15.0, 999.9,   33.8*,  24.8*, 0.00G,  1.2, 011000,
744860,94789, 20131218,   29.7,24,   20.4,24, 1016.7,23, 1015.6,24,  10.0,24,  10.7,24,  15.9,  22.9,   37.9*,  24.8*, 0.13G,999.9, 000000,
744860,94789, 20131219,   36.2,24,   23.8,24, 1020.9,24, 1020.1,24,  10.0,24,   9.8,24,  15.0, 999.9,   45.0 ,  25.0 , 0.00G,999.9, 000000,
744860,94789, 20131220,   43.0,24,   31.6,24, 1018.7,24, 1018.0,24,  10.0,24,   5.2,24,   8.9, 999.9,   51.1 ,  28.9 , 0.00G,999.9, 000000,
744860,94789, 20131221,   47.5,24,   42.8,24, 1015.5,24, 1014.7,24,   9.0,24,   4.3,24,   8.9, 999.9,   55.0 ,  36.0 , 0.00G,999.9, 100000,
744860,94789, 20131222,   53.5,24,   50.2,24, 1013.4,18, 1012.3,24,   7.7,24,  12.1,24,  21.0,  28.0,   64.0 ,  42.1 , 0.00G,999.9, 110000,
744860,94789, 20131223,   54.3,24,   51.1,24, 1015.3,16, 1014.3,24,   7.1,24,   6.6,24,  19.0,  27.0,   64.0 ,  50.0 , 0.04G,999.9, 110000,
744860,94789, 20131224,   40.4,24,   27.3,24, 1020.7,23, 1019.7,24,  10.0,24,  11.9,24,  20.0,  25.1,   57.0 ,  35.1 , 0.45G,999.9, 010000,
744860,94789, 20131225,   26.4,24,    7.0,24, 1030.5,24, 1029.7,24,  10.0,24,  11.9,24,  24.1,  31.1,   43.0 ,  19.9 , 0.00G,999.9, 000000,
744860,94789, 20131226,   32.4,24,   20.1,24, 1027.2,22, 1026.8,24,  10.0,24,   6.6,24,  15.0,  19.0,   37.9 ,  19.9 , 0.00G,999.9, 000000,
744860,94789, 20131227,   35.8,24,   19.9,24, 1026.7,24, 1025.9,24,  10.0,24,   9.8,24,  15.0,  15.9,   42.1 ,  28.0 , 0.00G,999.9, 000000,
744860,94789, 20131228,   40.6,24,   25.9,24, 1023.8,24, 1023.1,24,  10.0,24,  10.3,24,  15.9,  20.0,   53.1 ,  30.9 , 0.00G,999.9, 000000,
744860,94789, 20131229,   43.9,24,   34.5,24, 1014.8,22, 1013.3,24,   8.0,24,   7.3,24,  18.1,  28.9,   53.1 ,  30.9 , 0.00G,999.9, 010000,
744860,94789, 20131230,   41.0,24,   32.1,24, 1011.2,24, 1009.7,24,   9.7,24,  12.1,24,  20.0,  25.1,   48.9 ,  30.0 , 1.18G,999.9, 010000,
744860,94789, 20131231,   26.9,24,   11.1,24, 1021.3,24, 1020.5,24,  10.0,24,   9.6,24,  18.1,  26.0,   46.9 ,  21.0 , 0.00G,999.9, 001000,
